직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
Maintenance 설비관리,5,"작업, 개선, 동료, 라인, 체결, 미세, 문제, 조립, 실수, 현장, 부품, 전체, 편차, 관리, 불량","공정, 안정, 효율, 협력, 성장, 도전, 소통, 편의, 품질, 최고지향","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","작업, 개선, 동료, 라인, 체결, 미세, 문제, 조립, 실수, 현장, 부품, 전체, 편차, 관리, 불량, 공정, 안정, 효율, 협력, 성장, 도전, 소통, 편의, 품질, 최고지향"
Module/Pack 제품 설계/개발,3,"이용, 작동, 구조, 회로, 배터리, 운영, 동아리, 에너지, 제작, 개선, 상황, 문제, 개발, 프로젝트, 모델링","공정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","이용, 작동, 구조, 회로, 배터리, 운영, 동아리, 에너지, 제작, 개선, 상황, 문제, 개발, 프로젝트, 모델링, 공정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
NW부문_네트워크 기술/운영,3,"작품, 협업, 프로젝트, 목표, 해결, 매출, 상승, 매장, 서로, 제작, 졸업, 조화, 일정, 지식, 통신망","소통, 고객, 디지털, 존중, 서비스, 편의, 품질, 최고지향, 커뮤니티, 글로벌","현대카드(금융·보험), 신한카드(금융·보험), 제일기획(유통·서비스)","작품, 협업, 프로젝트, 목표, 해결, 매출, 상승, 매장, 서로, 제작, 졸업, 조화, 일정, 지식, 통신망, 소통, 고객, 디지털, 존중, 서비스, 편의, 품질, 최고지향, 커뮤니티, 글로벌"
NW인프라기술,2,"네트워크, 무명, 작품, 통신, 협업, 지식, 통신망, 이용, 관리, 제작, 음료, 해당, 전공, 필수, 공부","소통, 고객, 디지털, 과학, 도전, 서비스, 혁신, 효율, 편의, 품질","현대카드(금융·보험), 신한카드(금융·보험), 제일기획(유통·서비스)","네트워크, 무명, 작품, 통신, 협업, 지식, 통신망, 이용, 관리, 제작, 음료, 해당, 전공, 필수, 공부, 소통, 고객, 디지털, 과학, 도전, 서비스, 혁신, 효율, 편의, 품질"
Network,2,"네트워크, 분석, 데이터, 시스템, 해결, 전문가, 문제, 이론, 구축, 실험, 취득, 중요, 확보, 운항, 목표","안정, 과학, 성장, 도전, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","네트워크, 분석, 데이터, 시스템, 해결, 전문가, 문제, 이론, 구축, 실험, 취득, 중요, 확보, 운항, 목표, 안정, 과학, 성장, 도전, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털"
NewEnergy사업_기계,6,"에너지, 환경, 기계, 시스템, 재생, 이해, 프로젝트, 풍력, 터빈, 중요, 대회, 해결, 목표, 가능, 지식","성장, 협력, 혁신, 인재, 도전, 효율, 안정, 소통, 열정, 신뢰","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), GS글로벌(유통·서비스)","에너지, 환경, 기계, 시스템, 재생, 이해, 프로젝트, 풍력, 터빈, 중요, 대회, 해결, 목표, 가능, 지식, 성장, 협력, 혁신, 인재, 도전, 효율, 안정, 소통, 열정, 신뢰"
NewEnergy사업_원자력/기계,3,"사업, 기계, 터빈, 해석, 가스, 진동, 에너지, 지식, 현장, 프로젝트, 결과, 환경, 플랜트, 기자재, 학교","성장, 안정, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","사업, 기계, 터빈, 해석, 가스, 진동, 에너지, 지식, 현장, 프로젝트, 결과, 환경, 플랜트, 기자재, 학교, 성장, 안정, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정"
OFC(영업관리),5,"금융, 데이터, 업체, 분석, 점주, 이때, 수집, 해양, 공모전, 의견, 목표, 편의점, 점포, 매출, 수행","고객, 효율, 창의, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","제일기획(유통·서비스), 현대카드(금융·보험), 현대글로비스(항공·물류)","금융, 데이터, 업체, 분석, 점주, 이때, 수집, 해양, 공모전, 의견, 목표, 편의점, 점포, 매출, 수행, 고객, 효율, 창의, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
PB,7,"주장, 시장, 금융, 자산, 변화, 목표, 투자, 인턴, 매출, 상승, 제공, 전문, 주식, 기업, 지속","고객, 소통, 성장, 신뢰, 열정, 서비스, 편의, 품질, 최고지향, 커뮤니티","LG유플러스(통신·미디어), LG헬로비전(통신·미디어), 신한카드(금융·보험)","주장, 시장, 금융, 자산, 변화, 목표, 투자, 인턴, 매출, 상승, 제공, 전문, 주식, 기업, 지속, 고객, 소통, 성장, 신뢰, 열정, 서비스, 편의, 품질, 최고지향, 커뮤니티"
PB(Private Banker),3,"관리, 자산, 투자, 분석, 금융, 맞춤, 포트폴리오, 제공, 상품, 시장, 목표, 실제, 상담, 성격, 동아리","고객, 성장, 신뢰, 서비스, 도전, 열정, 소통, 편의, 품질, 최고지향","한화호텔앤드리조트(유통·서비스), LG유플러스(통신·미디어), LG헬로비전(통신·미디어)","관리, 자산, 투자, 분석, 금융, 맞춤, 포트폴리오, 제공, 상품, 시장, 목표, 실제, 상담, 성격, 동아리, 고객, 성장, 신뢰, 서비스, 도전, 열정, 소통, 편의, 품질, 최고지향"
PD,5,"콘텐츠, 제작, 팀원, 프로젝트, 쇼츠, 채널, 촬영, 유튜브, 운영, 사용, 지속, 당시, 기조, 조회, 마무리","고객, 효율, 성장, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","현대글로비스(항공·물류), 이마트(유통·서비스), SK텔레콤(통신·미디어)","콘텐츠, 제작, 팀원, 프로젝트, 쇼츠, 채널, 촬영, 유튜브, 운영, 사용, 지속, 당시, 기조, 조회, 마무리, 고객, 효율, 성장, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
PKG개발 (이천/분당),4,"분석, 학습, 구조, 불량, 활용, 개발, 동아리, 운영, 장비, 필요, 해결, 활동, 반도체, 분자, 에너지","공정, 안정, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","분석, 학습, 구조, 불량, 활용, 개발, 동아리, 운영, 장비, 필요, 해결, 활동, 반도체, 분자, 에너지, 공정, 안정, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정"
Product Engineering,6,"반도체, 수업, 분석, 지식, 데이터, 작가, 시간, 공부, 프로젝트, 발레, 수강, 포기, 파이썬, 도메인, 실무","공정, 협력, 안정, 과학, 성장, 소통, 편의, 품질, 최고지향, 커뮤니티","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","반도체, 수업, 분석, 지식, 데이터, 작가, 시간, 공부, 프로젝트, 발레, 수강, 포기, 파이썬, 도메인, 실무, 공정, 협력, 안정, 과학, 성장, 소통, 편의, 품질, 최고지향, 커뮤니티"
R&D,7,"제어, 시스템, 전력, 해결, 개발, 디바이스, 전자, 하드웨어, 문제, 목표, 제품, 결과, 상황, 실리콘, 자료","도전, 효율, 안정, 공정, 협력, 소통, 신뢰, 인재, 존중, 성장","LG헬로비전(통신·미디어), 삼성SDS(IT·전자), 현대글로비스(항공·물류)","제어, 시스템, 전력, 해결, 개발, 디바이스, 전자, 하드웨어, 문제, 목표, 제품, 결과, 상황, 실리콘, 자료, 도전, 효율, 안정, 공정, 협력, 소통, 신뢰, 인재, 존중, 성장"
R&D 공정,13,"결과, 목표, 문제, 실험, 팀원, 달성, 반도체, 분석, 역할, 표면, 조건, 개선, 연구, 재료, 이론","공정, 효율, 협력, 안정, 성장, 소통, 과학, 도전, 책임, 편의","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","결과, 목표, 문제, 실험, 팀원, 달성, 반도체, 분석, 역할, 표면, 조건, 개선, 연구, 재료, 이론, 공정, 효율, 협력, 안정, 성장, 소통, 과학, 도전, 책임, 편의"
R&D 공정연구,4,"수상, 목표, 대회, 실패, 결과, 공모전, 부분, 처음, 달성, 발전, 공부, 부족, 철강, 기업, 제품","도전, 성장, 공정, 협력, 소통, 상생, 효율, 편의, 품질, 최고지향","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","수상, 목표, 대회, 실패, 결과, 공모전, 부분, 처음, 달성, 발전, 공부, 부족, 철강, 기업, 제품, 도전, 성장, 공정, 협력, 소통, 상생, 효율, 편의, 품질, 최고지향"
R&D 전기전자,2,"실험, 이슈, 디스플레이, 해결, 전자, 반도체, 문제, 사용, 필름, 감소, 옹스트롬, 시대, 학습, 직무명, 최적","공정, 열정, 협력, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","실험, 이슈, 디스플레이, 해결, 전자, 반도체, 문제, 사용, 필름, 감소, 옹스트롬, 시대, 학습, 직무명, 최적, 공정, 열정, 협력, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
R&D 전형_R&D(품질안전),3,"연구, 식품, 분석, 개발, 박테리오파지, 유전체, 정량, 시간, 위생, 미생물, 검토, 제품, 변화, 분리, 발표","성장, 효율, 안정, 열정, 인재, 신뢰, 편의, 품질, 최고지향, 커뮤니티","현대글로비스(항공·물류), 이마트(유통·서비스), 교보생명(금융·보험)","연구, 식품, 분석, 개발, 박테리오파지, 유전체, 정량, 시간, 위생, 미생물, 검토, 제품, 변화, 분리, 발표, 성장, 효율, 안정, 열정, 인재, 신뢰, 편의, 품질, 최고지향, 커뮤니티"
R&D(S/W)_전장부품,5,"지식, 차선, 알고리즘, 이용, 인식, 카메라, 자율, 프로젝트, 과목, 시스템, 우수, 제어, 이해, 모듈, 수업","도전, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","지식, 차선, 알고리즘, 이용, 인식, 카메라, 자율, 프로젝트, 과목, 시스템, 우수, 제어, 이해, 모듈, 수업, 도전, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
R&D(연구개발/생산기술),4,"분석, 해석, 입자, 연구, 협업, 개선, 데이터, 제안, 개발, 과제, 결과, 필요, 문제, 정리, 기업","소통, 공정, 효율, 창의, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민건강보험공단(공공기관), LG유플러스(통신·미디어), 제일기획(유통·서비스)","분석, 해석, 입자, 연구, 협업, 개선, 데이터, 제안, 개발, 과제, 결과, 필요, 문제, 정리, 기업, 소통, 공정, 효율, 창의, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털"
R&D_SW_BS본부_Application SW,2,"제품, 감지, 교육, 개발, 낙상, 수상, 기업, 솔루션, 세계, 시스템, 공모전, 기존, 웨어러블, 기기, 카메라","혁신, 성장, 도전, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","삼성SDS(IT·전자), 에스원(유통·서비스), 현대캐피탈(금융·보험)","제품, 감지, 교육, 개발, 낙상, 수상, 기업, 솔루션, 세계, 시스템, 공모전, 기존, 웨어러블, 기기, 카메라, 혁신, 성장, 도전, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
R&D_SW_HE본부_인공지능,2,"로봇, 개발, 스마트, 연구, 과제, 수확, 팩토리, 작업, 발전, 자율, 시스템, 데이터, 지속, 도움, 가치관","안정, 인재, 공정, 도전, 성장, 창의, 효율, 편의, 품질, 최고지향","삼성SDS(IT·전자), 현대자동차(자동차·기계), 현대글로비스(항공·물류)","로봇, 개발, 스마트, 연구, 과제, 수확, 팩토리, 작업, 발전, 자율, 시스템, 데이터, 지속, 도움, 가치관, 안정, 인재, 공정, 도전, 성장, 창의, 효율, 편의, 품질, 최고지향"
R&D_기계/항공,6,"해석, 터빈, 제작, 가공, 항공, 엔진, 프로젝트, 지식, 변경, 방법, 결과, 파손, 전공, 구조, 과목","도전, 성장, 소통, 협력, 효율, 신뢰, 책임, 편의, 품질, 최고지향","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","해석, 터빈, 제작, 가공, 항공, 엔진, 프로젝트, 지식, 변경, 방법, 결과, 파손, 전공, 구조, 과목, 도전, 성장, 소통, 협력, 효율, 신뢰, 책임, 편의, 품질, 최고지향"
R&D_기계_H&A본부_기구설계,2,"연구, 해석, 인공지능, 지식, 문제, 기업, 개발, 시도, 수치, 무명, 솔버, 기존, 대체, 모델, 필요","효율, 공정, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","현대글로비스(항공·물류), 이마트(유통·서비스), 국민연금공단(공공기관)","연구, 해석, 인공지능, 지식, 문제, 기업, 개발, 시도, 수치, 무명, 솔버, 기존, 대체, 모델, 필요, 효율, 공정, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
R&D_소재/재료,2,"소재, 문제, 해결, 연구, 조건, 필러, 분산, 이상, 절연, 특성, 확보, 고온, 환경, 합성, 나노","안정, 신뢰, 공정, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 삼성생명(금융·보험), KB생명보험(금융·보험)","소재, 문제, 해결, 연구, 조건, 필러, 분산, 이상, 절연, 특성, 확보, 고온, 환경, 합성, 나노, 안정, 신뢰, 공정, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
R&D기구개발,2,글자,"편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영, 전문성","삼성전자(IT·전자), 삼성SDI(IT·전자), 삼성SDS(IT·전자)","글자, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영, 전문성"
R&D장비,4,"제어, 데이터, 장비, 시스템, 발생, 전력, 노이즈, 분석, 하드웨어, 최적, 신호, 응답, 속도, 디버깅, 전문","안정, 신뢰, 공정, 디지털, 협력, 소통, 혁신, 편의, 품질, 최고지향","국민연금공단(공공기관), 삼성생명(금융·보험), KB생명보험(금융·보험)","제어, 데이터, 장비, 시스템, 발생, 전력, 노이즈, 분석, 하드웨어, 최적, 신호, 응답, 속도, 디버깅, 전문, 안정, 신뢰, 공정, 디지털, 협력, 소통, 혁신, 편의, 품질, 최고지향"
RA,3,"규제, 성분, 화장품, 올리브, 기관, 목표, 프로젝트, 협업, 근무, 제품, 이슈, 자료, 허가, 준수, 트렌드","고객, 신뢰, 과학, 소통, 효율, 공정, 협력, 투명, 편의, 품질","LG헬로비전(통신·미디어), 현대글로비스(항공·물류), LG유플러스(통신·미디어)","규제, 성분, 화장품, 올리브, 기관, 목표, 프로젝트, 협업, 근무, 제품, 이슈, 자료, 허가, 준수, 트렌드, 고객, 신뢰, 과학, 소통, 효율, 공정, 협력, 투명, 편의, 품질"
S&T(Sales & Trading),3,"분석, 기업, 평가, 상황, 목표, 방법, 전략, 고려, 금융, 환경, 동료, 활용, 휴가, 체력, 단련","성장, 안정, 공정, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 삼성생명(금융·보험), 현대글로비스(항공·물류)","분석, 기업, 평가, 상황, 목표, 방법, 전략, 고려, 금융, 환경, 동료, 활용, 휴가, 체력, 단련, 성장, 안정, 공정, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
SC,3,"사회, 활동, 강화, 해결, 필요, 문제, 적극, 팀원, 계획, 가맹점주, 제공, 수행, 서포터즈, 당시, 인지도","성장, 서비스, 소통, 고객, 상생, 협력, 편의, 품질, 최고지향, 커뮤니티","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), SK텔레콤(통신·미디어)","사회, 활동, 강화, 해결, 필요, 문제, 적극, 팀원, 계획, 가맹점주, 제공, 수행, 서포터즈, 당시, 인지도, 성장, 서비스, 소통, 고객, 상생, 협력, 편의, 품질, 최고지향, 커뮤니티"
